lastname,firstname,birthday,type,state,party,website,phone,contact_form
Dianne,Feinstein,CA,Democrat,6/22/1933,202-224-3841,https://www.feinstein.senate.gov/public/index.cfm/e-mail-me,http://www.feinstein.senate.gov
Karen,Bass,CA,Democrat,10/3/1953,202-225-7084,https://bass.house.gov/contact-me/email-me,http://bass.house.gov
Xavier,Becerra,CA,Democrat,1/26/1958,202-225-6235,http://becerraforms.house.gov/forms/writeyourrep/,http://becerra.house.gov
Barbara,Boxer,CA,Democrat,11/11/1940,202-224-3553,https://www.boxer.senate.gov/contact/shareyourviews.html,https://www.boxer.senate.gov
Ken,Calvert,CA,Republican,6/8/1953,202-225-1986,https://calvert.house.gov/contactform/,http://calvert.house.gov
Lois,Capps,CA,Democrat,1/10/1938,202-225-3601,https://capps.house.gov/contact-me/email-me,http://capps.house.gov
Judy,Chu,CA,Democrat,7/7/1953,202-225-5464,http://chu.house.gov/connect-with-me/email-judy,http://chu.house.gov
Jim,Costa,CA,Democrat,4/13/1952,202-225-3341,http://www.house.gov/formcosta/issue.htm,https://costa.house.gov
Susan,Davis,CA,Democrat,4/13/1944,202-225-2040,https://susandavisforms.house.gov/forms/writeyourrep/,http://susandavis.house.gov
Jeff,Denham,CA,Republican,7/29/1967,202-225-4540,https://denham.house.gov/contact-me/email-me,http://denham.house.gov
Anna,Eshoo,CA,Democrat,12/13/1942,202-225-8104,https://eshoo.house.gov/email-me/,http://eshoo.house.gov
Sam,Farr,CA,Democrat,7/4/1941,202-225-2861,https://forms.house.gov/farr/webforms/issue_subscribe.html,http://farr.house.gov
John,Garamendi,CA,Democrat,1/24/1945,202-225-1880,https://garamendi.house.gov/contact-me/email-me,http://garamendi.house.gov
Michael,Honda,CA,Democrat,6/27/1941,202-225-2631,http://honda.house.gov/contact,https://honda.house.gov
Duncan,Hunter,CA,Republican,12/7/1976,202-225-5672,https://hunter.house.gov/contact-me/email-me,http://hunter.house.gov
Darrell,Issa,CA,Republican,11/1/1953,202-225-3906,http://issa.house.gov/contact/contact-me,http://issa.house.gov
Barbara,Lee,CA,Democrat,7/16/1946,202-225-2661,http://lee.house.gov/contact-the-office/email-me,http://lee.house.gov
Zoe,Lofgren,CA,Democrat,12/21/1947,202-225-3072,http://lofgren.house.gov/contact/,https://lofgren.house.gov
Doris,Matsui,CA,Democrat,9/25/1944,202-225-7163,https://matsui.house.gov/email-representative-matsui,http://matsui.house.gov
Kevin,McCarthy,CA,Republican,1/26/1965,202-225-2915,https://kevinmccarthy.house.gov/contact/email-me,http://kevinmccarthy.house.gov
Tom,McClintock,CA,Republican,7/10/1956,202-225-2511,https://mcclintockforms.house.gov/forms/contact-form.shtml,http://mcclintock.house.gov
Jerry,McNerney,CA,Democrat,6/18/1951,202-225-1947,https://mcnerney.house.gov/contact/email-me,http://mcnerney.house.gov
Grace,Napolitano,CA,Democrat,12/4/1936,202-225-5256,https://napolitano.house.gov/contact-me/email-me,http://napolitano.house.gov
Devin,Nunes,CA,Republican,10/1/1973,202-225-2523,https://nunes.house.gov/contactform/default.aspx,http://nunes.house.gov
Nancy,Pelosi,CA,Democrat,3/26/1940,202-225-4965,http://pelosi.house.gov/contact-me/email-me,http://pelosi.house.gov
Dana,Rohrabacher,CA,Republican,6/21/1947,202-225-2415,https://rohrabacher.house.gov/contact/email-me,http://rohrabacher.house.gov
Lucille,Roybal-Allard,CA,Democrat,6/12/1941,202-225-1766,http://roybal-allard.house.gov/contact/,http://roybal-allard.house.gov
Edward,Royce,CA,Republican,10/12/1951,202-225-4111,https://royce.house.gov/contact/contactform.htm,http://royce.house.gov
Loretta,Sanchez,CA,Democrat,1/7/1960,202-225-2965,https://lorettasanchez.house.gov/contact-me/email-me,http://lorettasanchez.house.gov
Adam,Schiff,CA,Democrat,6/22/1960,202-225-4176,https://schiff.house.gov/contact,http://schiff.house.gov
Brad,Sherman,CA,Democrat,10/24/1954,202-225-5911,http://sherman.house.gov/contact/contact-congressman-sherman-form,http://sherman.house.gov
Jackie,Speier,CA,Democrat,5/14/1950,202-225-3531,https://forms.house.gov/speier/webforms/email_jackie.shtml,http://speier.house.gov
Linda,Sánchez,CA,Democrat,1/28/1969,202-225-6676,https://forms.house.gov/lindasanchez/webforms/issue_subscribe.htm,https://lindasanchez.house.gov
