lastname,firstname,birthday,type,state,party,website,phone,contact_form
Kirsten,Gillibrand,NY,Democrat,12/9/1966,202-224-4451,http://www.gillibrand.senate.gov/contact/,http://www.gillibrand.senate.gov
Yvette,Clarke,NY,Democrat,11/21/1964,202-225-6231,https://clarke.house.gov/contact/email-me,http://clarke.house.gov
Joseph,Crowley,NY,Democrat,3/16/1962,202-225-3965,https://crowley.house.gov/contact-me/email-me,http://crowley.house.gov
Eliot,Engel,NY,Democrat,2/18/1947,202-225-2464,https://engel.house.gov/write-your-rep1,http://engel.house.gov
Christopher,Gibson,NY,Republican,5/13/1964,202-225-5614,http://gibson.house.gov/contact/,http://gibson.house.gov
Richard,Hanna,NY,Republican,1/25/1951,202-225-3665,https://hanna.house.gov/email-me,http://hanna.house.gov
Brian,Higgins,NY,Democrat,10/6/1959,202-225-3306,http://higgins.house.gov/contact/email-brian,http://higgins.house.gov
Steve,Israel,NY,Democrat,5/30/1958,202-225-3335,https://israel.house.gov/contact/email-me,http://israel.house.gov
Peter,King,NY,Republican,4/5/1944,202-225-7896,https://peteking.house.gov/contact/email-me,http://peteking.house.gov
Nita,Lowey,NY,Democrat,7/5/1937,202-225-6506,https://lowey.house.gov/contact-form/,http://lowey.house.gov
Carolyn,Maloney,NY,Democrat,2/19/1946,202-225-7944,https://maloney.house.gov/contact-me/email-me,http://maloney.house.gov
Gregory,Meeks,NY,Democrat,9/25/1953,202-225-3461,https://meeks.house.gov/contact-me/email-me,http://meeks.house.gov
Jerrold,Nadler,NY,Democrat,6/13/1947,202-225-5635,https://jerroldnadler.house.gov/forms/writeyourrep/default.aspx,http://nadler.house.gov
Charles,Rangel,NY,Democrat,6/11/1930,202-225-4365,https://rangel.house.gov/contact-me/email-me,http://rangel.house.gov
Tom,Reed,NY,Republican,11/18/1971,202-225-3161,https://reed.house.gov/contact-me/email-me,http://reed.house.gov
Charles,Schumer,NY,Democrat,11/23/1950,202-224-6542,http://www.schumer.senate.gov/Contact/email-chuck,https://www.schumer.senate.gov
José,Serrano,NY,Democrat,10/24/1943,202-225-4361,https://serrano.house.gov/contact-me/email-me,http://serrano.house.gov
Louise,Slaughter,NY,Democrat,8/14/1929,202-225-3615,https://louise.house.gov/contact-louise,https://louise.house.gov
Paul,Tonko,NY,Democrat,6/18/1949,202-225-5076,https://tonko.house.gov/email-form1,http://tonko.house.gov
Nydia,Velázquez,NY,Democrat,3/28/1953,202-225-2361,http://velazquez.house.gov/IMA/issue_subscribe.shtml,http://velazquez.house.gov
Grace,Meng,NY,Democrat,10/1/1975,202-225-2601,https://meng.house.gov/contact/email-me,http://meng.house.gov
Hakeem,Jeffries,NY,Democrat,8/4/1970,202-225-5936,https://jeffriesforms.house.gov/contact/,http://jeffries.house.gov
Sean,Maloney,NY,Democrat,7/30/1966,202-225-5441,https://seanmaloney.house.gov/contact/email-me,http://seanmaloney.house.gov
Chris,Collins,NY,Republican,5/20/1950,202-225-5265,https://chriscollins.house.gov/contact/email-me,http://chriscollins.house.gov
Lee,Zeldin,NY,Republican,1/30/1980,202-225-3826,,https://zeldin.house.gov
Kathleen,Rice,NY,Democrat,2/15/1965,202-225-5516,,http://kathleenrice.house.gov
Elise,Stefanik,NY,Republican,7/2/1984,202-225-4611,,https://stefanik.house.gov
John,Katko,NY,Republican,11/9/1962,202-225-3701,,https://katko.house.gov
Daniel,Donovan,NY,Republican,11/6/1956,202-225-3371,,https://donovan.house.gov
