lastname,firstname,birthday,type,state,party,website,phone,contact_form
Sherrod,Brown,OH,Democrat,11/9/1952,202-224-2315,http://www.brown.senate.gov/contact,http://www.brown.senate.gov
Steve,Chabot,OH,Republican,1/22/1953,202-225-2216,https://chabot.house.gov/forms/writeyourrep/?zip5=45202&zip4=3003,http://chabot.house.gov
Marcia,Fudge,OH,Democrat,10/29/1952,202-225-7032,https://fudgeforms.house.gov/contact-form,http://fudge.house.gov
Bob,Gibbs,OH,Republican,6/14/1954,202-225-6265,https://gibbs.house.gov/contact-me/email-me,http://gibbs.house.gov
Bill,Johnson,OH,Republican,11/10/1954,202-225-5705,http://billjohnson.house.gov/contact/default.aspx,http://billjohnson.house.gov
Jim,Jordan,OH,Republican,2/17/1964,202-225-2676,http://jordan.house.gov/contact/,http://jordan.house.gov
Marcy,Kaptur,OH,Democrat,6/17/1946,202-225-4146,https://forms.house.gov/kaptur/webforms/issue_subscribe.shtml,http://kaptur.house.gov
Robert,Latta,OH,Republican,4/18/1956,202-225-6405,https://latta.house.gov/contact/contactform.htm,http://latta.house.gov
Robert,Portman,OH,Republican,12/19/1955,202-224-3353,https://www.portman.senate.gov/public/index.cfm/contact-form,http://www.portman.senate.gov
James,Renacci,OH,Republican,12/3/1958,202-225-3876,https://renacci.house.gov/index.cfm/contact-form,https://renacci.house.gov
Tim,Ryan,OH,Democrat,7/16/1973,202-225-5261,http://timryanforms.house.gov/contact/,http://timryan.house.gov
Steve,Stivers,OH,Republican,3/24/1965,202-225-2015,https://stivers.house.gov/forms/writeyourrep/,http://stivers.house.gov
Patrick,Tiberi,OH,Republican,10/21/1962,202-225-5355,https://tiberi.house.gov/contact/contactform.htm,http://tiberi.house.gov
Michael,Turner,OH,Republican,1/11/1960,202-225-6465,http://turner.house.gov/contact/,https://turner.house.gov
Brad,Wenstrup,OH,Republican,6/17/1958,202-225-3164,http://wenstrup.house.gov/contact/,http://wenstrup.house.gov
Joyce,Beatty,OH,Democrat,3/12/1950,202-225-4324,https://beattyforms.house.gov/forms/writeyourrep/,http://beatty.house.gov
David,Joyce,OH,Republican,3/17/1957,202-225-5731,https://joyce.house.gov/email-me,http://joyce.house.gov
Warren,Davidson,OH,Republican,3/1/1970,,,
