lastname,firstname,birthday,type,state,party,website,phone,contact_form
Amy,Klobuchar,MN,Democrat,5/25/1960,202-224-3244,http://www.klobuchar.senate.gov/public/email-amy,http://www.klobuchar.senate.gov
Alan,Franken,MN,Democrat,5/21/1951,202-224-5641,http://www.franken.senate.gov/?p=email_al,https://www.franken.senate.gov
Keith,Ellison,MN,Democrat,8/4/1963,202-225-4755,http://ellison.house.gov/contact,http://ellison.house.gov
John,Kline,MN,Republican,9/6/1947,202-225-2271,http://kline.house.gov/contact/,http://kline.house.gov
Betty,McCollum,MN,Democrat,7/12/1954,202-225-6631,https://mccollum.house.gov/contact-me/email-me,http://mccollum.house.gov
Erik,Paulsen,MN,Republican,5/14/1965,202-225-2871,https://paulsenforms.house.gov/contact-me,http://paulsen.house.gov
Collin,Peterson,MN,Democrat,6/29/1944,202-225-2165,https://collinpeterson.house.gov/contact-me/email-me,http://collinpeterson.house.gov
Timothy,Walz,MN,Democrat,4/6/1964,202-225-2472,http://walz.house.gov/contact,http://walz.house.gov
Richard,Nolan,MN,Democrat,12/17/1943,202-225-6211,https://nolan.house.gov/contact/email-me,http://nolan.house.gov
Tom,Emmer,MN,Republican,3/3/1961,202-225-2331,,https://emmer.house.gov
