lastname,firstname,birthday,type,state,party,website,phone,contact_form
Tammy,Baldwin,WI,Democrat,2/11/1962,202-224-5653,http://www.baldwin.senate.gov/contact,http://www.baldwin.senate.gov
Sean,Duffy,WI,Republican,10/3/1971,202-225-3365,http://duffy.house.gov/contact,https://duffy.house.gov
Ron,Johnson,WI,Republican,4/8/1955,202-224-5323,http://www.ronjohnson.senate.gov/public/index.cfm/contact,http://www.ronjohnson.senate.gov
Ron,Kind,WI,Democrat,3/16/1963,202-225-5506,https://kindforms.house.gov/email-ron,http://kind.house.gov
Gwen,Moore,WI,Democrat,4/18/1951,202-225-4572,https://gwenmoore.house.gov/contact-form,http://gwenmoore.house.gov
Reid,Ribble,WI,Republican,4/5/1956,202-225-5665,https://ribble.house.gov/contact-me/email-me,http://ribble.house.gov
Paul,Ryan,WI,Republican,1/29/1970,202-225-3031,https://paulryan.house.gov/contact/email.htm#.U032ra1dU_d,http://paulryan.house.gov
F.,Sensenbrenner,WI,Republican,6/14/1943,202-225-5101,http://sensenbrenner.house.gov/contact/email.htm,http://sensenbrenner.house.gov
Mark,Pocan,WI,Democrat,8/14/1964,202-225-2906,https://pocan.house.gov/contact/email-me,http://pocan.house.gov
Glenn,Grothman,WI,Republican,7/3/1955,202-225-2476,,http://grothman.house.gov
